author_key	death_year	qid	verification_source	verified_on	note
ismacil_sabri	1923		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Ismacil Sabri; AH 1341 -> CE 1923 (rounded up, conservative)
jamil_buthayna	702		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Jamil Buthayna; AH 82 -> CE 702 (rounded up, conservative)
jarir_shacir	729		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Jarir Shacir; AH 110 -> CE 729 (rounded up, conservative)
jarwal_ibn_aws_hutaya	666		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Jarwal Ibn Aws Hutaya; AH 45 -> CE 666 (rounded up, conservative)
jibran_khalil_jibran	1931		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Jibran Khalil Jibran; AH 1349 -> CE 1931 (rounded up, conservative)
kacb_ibn_zuhayr	647		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Kacb Ibn Zuhayr; AH 26 -> CE 647 (rounded up, conservative)
kazim_uzri	1797		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Kazim Uzri; AH 1211 -> CE 1797 (rounded up, conservative)
khalidiyyan	991		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Khalidiyyan; AH 380 -> CE 991 (rounded up, conservative)
khirniq_bint_badr	671		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Khirniq Bint Badr; AH 50 -> CE 671 (rounded up, conservative)
kushajim_shacir	971		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Kushajim Shacir; AH 360 -> CE 971 (rounded up, conservative)
kuthayyir_cazza	724		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Kuthayyir Cazza; AH 105 -> CE 724 (rounded up, conservative)
labid_ibn_rabica	662		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Labid Ibn Rabica; AH 41 -> CE 662 (rounded up, conservative)
laqit_ibn_yacmur	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Laqit Ibn Yacmur; AH 1 -> CE 623 (rounded up, conservative)
layla_akhyaliyya	700		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Layla Akhyaliyya; AH 80 -> CE 700 (rounded up, conservative)
lisan_din_ibn_khatib	1375		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Lisan Din Ibn Khatib; AH 776 -> CE 1375 (rounded up, conservative)
macruf_rusafi	1945		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Macruf Rusafi; AH 1364 -> CE 1945 (rounded up, conservative)
mahmud_kashghari	1083		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mahmud Kashghari; AH 475 -> CE 1083 (rounded up, conservative)
mahmud_sami_barudi	1914		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mahmud Sami Barudi; AH 1332 -> CE 1914 (rounded up, conservative)
marwan_ibn_abi_hafsa	799		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Marwan Ibn Abi Hafsa; AH 182 -> CE 799 (rounded up, conservative)
maymun_ibn_qays_acsha	629		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Maymun Ibn Qays Acsha; AH 7 -> CE 629 (rounded up, conservative)
mihyar_daylami	1037		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mihyar Daylami; AH 428 -> CE 1037 (rounded up, conservative)
muayyad_fi_din_shirazi	1078		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muayyad Fi Din Shirazi; AH 470 -> CE 1078 (rounded up, conservative)
mucawiya_ibn_abi_sufyan	680		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mucawiya Ibn Abi Sufyan; AH 60 -> CE 680 (rounded up, conservative)
mufaddal_dabbi	785		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mufaddal Dabbi; AH 168 -> CE 785 (rounded up, conservative)
muhalhil_ibn_rabica	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhalhil Ibn Rabica; AH 1 -> CE 623 (rounded up, conservative)
muhammad_nassar_ciraqi	1876		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhammad Nassar Ciraqi; AH 1292 -> CE 1876 (rounded up, conservative)
muhammad_tawfiq_cali	1938		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhammad Tawfiq Cali; AH 1356 -> CE 1938 (rounded up, conservative)
muhammad_taymur	1921		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhammad Taymur; AH 1339 -> CE 1921 (rounded up, conservative)
muhibb_din_cukbari	1220		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhibb Din Cukbari; AH 616 -> CE 1220 (rounded up, conservative)
muhsin_abu_hubb	1888		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muhsin Abu Hubb; AH 1305 -> CE 1888 (rounded up, conservative)
mutanabbi	966		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Mutanabbi; AH 354 -> CE 966 (rounded up, conservative)
muthaqqib_cabdi	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Muthaqqib Cabdi; AH 1 -> CE 623 (rounded up, conservative)
nabawiyya_musa	1951		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Nabawiyya Musa; AH 1370 -> CE 1951 (rounded up, conservative)
nabigha_dhubyani	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Nabigha Dhubyani; AH 1 -> CE 623 (rounded up, conservative)
nabigha_shaybani	743		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Nabigha Shaybani; AH 125 -> CE 743 (rounded up, conservative)
qays_ibn_dharih_lubna	688		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Qays Ibn Dharih Lubna; AH 68 -> CE 688 (rounded up, conservative)
qays_ibn_khatim	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Qays Ibn Khatim; AH 1 -> CE 623 (rounded up, conservative)
qays_majnun_layla	688		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Qays Majnun Layla; AH 68 -> CE 688 (rounded up, conservative)
rabica_raqqi	814		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Rabica Raqqi; AH 198 -> CE 814 (rounded up, conservative)
raci_numayri_shacir	709		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Raci Numayri Shacir; AH 90 -> CE 709 (rounded up, conservative)
rusafi_balansi	1177		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Rusafi Balansi; AH 572 -> CE 1177 (rounded up, conservative)
sadr_din_basri	1261		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sadr Din Basri; AH 659 -> CE 1261 (rounded up, conservative)
safi_din_hilli	1350		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Safi Din Hilli; AH 750 -> CE 1350 (rounded up, conservative)
salama_ibn_jandal	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Salama Ibn Jandal; AH 1 -> CE 623 (rounded up, conservative)
samawal_ibn_cadiya	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Samawal Ibn Cadiya; AH 1 -> CE 623 (rounded up, conservative)
sari_raffa	973		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sari Raffa; AH 362 -> CE 973 (rounded up, conservative)
sayyid_himyari	790		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sayyid Himyari; AH 173 -> CE 790 (rounded up, conservative)
shab_zarif	1290		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Shab Zarif; AH 688 -> CE 1290 (rounded up, conservative)
shafici	820		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Shafici; AH 204 -> CE 820 (rounded up, conservative)
shakib_arslan	1949		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Shakib Arslan; AH 1368 -> CE 1949 (rounded up, conservative)
shammakh_ibn_dirar	643		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Shammakh Ibn Dirar; AH 22 -> CE 643 (rounded up, conservative)
shanfara	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Shanfara; AH 1 -> CE 623 (rounded up, conservative)
sharaf_din_busiri	1297		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sharaf Din Busiri; AH 696 -> CE 1297 (rounded up, conservative)
sharaf_din_ibn_farid	1235		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sharaf Din Ibn Farid; AH 632 -> CE 1235 (rounded up, conservative)
sharif_murtada	1045		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sharif Murtada; AH 436 -> CE 1045 (rounded up, conservative)
sharif_radi	1016		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sharif Radi; AH 406 -> CE 1016 (rounded up, conservative)
sibt_ibn_tacawidhi_shacir	1188		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sibt Ibn Tacawidhi Shacir; AH 583 -> CE 1188 (rounded up, conservative)
sukkari	889		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sukkari; AH 275 -> CE 889 (rounded up, conservative)
sulayk_ibn_sulaka	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Sulayk Ibn Sulaka; AH 1 -> CE 623 (rounded up, conservative)
suli	947		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Suli; AH 335 -> CE 947 (rounded up, conservative)
suwayd_ibn_abi_kahil	680		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Suwayd Ibn Abi Kahil; AH 60 -> CE 680 (rounded up, conservative)
suyuti	1506		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Suyuti; AH 911 -> CE 1506 (rounded up, conservative)
taabbata_sharran	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Taabbata Sharran; AH 1 -> CE 623 (rounded up, conservative)
tarafa_ibn_cabd	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Tarafa Ibn Cabd; AH 1 -> CE 623 (rounded up, conservative)
tirimmah	743		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Tirimmah; AH 125 -> CE 743 (rounded up, conservative)
tufayl_ghanawi	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Tufayl Ghanawi; AH 1 -> CE 623 (rounded up, conservative)
tumadir_bin_camr_khansa	645		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Tumadir Bin Camr Khansa; AH 24 -> CE 645 (rounded up, conservative)
uqayshir_asadi	700		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Uqayshir Asadi; AH 80 -> CE 700 (rounded up, conservative)
wa_wa_dimashqi	996		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Wa Wa Dimashqi; AH 385 -> CE 996 (rounded up, conservative)
waddah_yaman	709		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Waddah Yaman; AH 90 -> CE 709 (rounded up, conservative)
zuhayr_ibn_abi_sulma	623		dataset_field:OpenITI_metadata_2025-1-9	2026-08-09	OpenITI author_from_uri=Zuhayr Ibn Abi Sulma; AH 1 -> CE 623 (rounded up, conservative)
אבון		Q30527820	qid_only_no_date	2026-08-09	Ben-Yehuda author=אבון; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_אבולעפיה		Q323448	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם אבולעפיה; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_אבן_עזרא		Q270670	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם אבן עזרא; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_אורי_קובנר		Q21101286	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם אורי קובנר; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_בדרשי		Q4668765	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם בדרשי; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_בן_שבתי_הכהן		Q4668813	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם בן שבתי הכהן; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_בן_יצחק		Q85979	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם בן־יצחק; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_בר_גוטלובר		Q329845	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם בר גוטלובר; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_ברוך_מני		Q113507996	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם ברוך מני; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_גולדפדן		Q330024	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם גולדפדן; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_סולודר		Q6631385	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם סולודר; QID present but NO date in the catalogue — admits via source PD affirmation only
אברהם_שטרן		Q461846	qid_only_no_date	2026-08-09	Ben-Yehuda author=אברהם שטרן; QID present but NO date in the catalogue — admits via source PD affirmation only
אבשלום_פיינברג		Q64573	qid_only_no_date	2026-08-09	Ben-Yehuda author=אבשלום פיינברג; QID present but NO date in the catalogue — admits via source PD affirmation only
אד_ם_הכהן		Q329946	qid_only_no_date	2026-08-09	"Ben-Yehuda author=אד""ם הכהן; QID present but NO date in the catalogue — admits via source PD affirmation only"
אדם_מיצקביץ		Q79822	qid_only_no_date	2026-08-09	Ben-Yehuda author=אדם מיצקביץ'; QID present but NO date in the catalogue — admits via source PD affirmation only
אהרן_ליבושיצקי		Q61126832	qid_only_no_date	2026-08-09	Ben-Yehuda author=אהרן ליבושיצקי; QID present but NO date in the catalogue — admits via source PD affirmation only
אהרן_רוזנפלד		Q22324575	qid_only_no_date	2026-08-09	Ben-Yehuda author=אהרן רוזנפלד; QID present but NO date in the catalogue — admits via source PD affirmation only
אהרן_שמי		Q6921055	qid_only_no_date	2026-08-09	Ben-Yehuda author=אהרן שמי; QID present but NO date in the catalogue — admits via source PD affirmation only
אורי_ניסן_גנסין		Q514289	qid_only_no_date	2026-08-09	Ben-Yehuda author=אורי ניסן גנסין; QID present but NO date in the catalogue — admits via source PD affirmation only
אחימעץ_בן_פלטיאל		Q340519	qid_only_no_date	2026-08-09	Ben-Yehuda author=אחימעץ בן פלטיאל; QID present but NO date in the catalogue — admits via source PD affirmation only
איתמר_בן_אב_י		Q1185164	qid_only_no_date	2026-08-09	"Ben-Yehuda author=איתמר בן־אב""י; QID present but NO date in the catalogue — admits via source PD affirmation only"
אליהו_לואנץ		Q5360950	qid_only_no_date	2026-08-09	Ben-Yehuda author=אליהו לואנץ; QID present but NO date in the catalogue — admits via source PD affirmation only
אליהו_מני		Q6994526	qid_only_no_date	2026-08-09	Ben-Yehuda author=אליהו מני; QID present but NO date in the catalogue — admits via source PD affirmation only
אלישבע		Q3051140	qid_only_no_date	2026-08-09	Ben-Yehuda author=אלישבע; QID present but NO date in the catalogue — admits via source PD affirmation only
אלעזר_אזכרי		Q1325807	qid_only_no_date	2026-08-09	Ben-Yehuda author=אלעזר אזכרי; QID present but NO date in the catalogue — admits via source PD affirmation only
אלעזר_בירבי_קליר		Q1324937	qid_only_no_date	2026-08-09	Ben-Yehuda author=אלעזר בירבי קליר; QID present but NO date in the catalogue — admits via source PD affirmation only
אלתר_לוין		Q12404017	qid_only_no_date	2026-08-09	Ben-Yehuda author=אלתר לוין; QID present but NO date in the catalogue — admits via source PD affirmation only
אמיתי_בן_שפטיה		Q3614373	qid_only_no_date	2026-08-09	Ben-Yehuda author=אמיתי בן שפטיה; QID present but NO date in the catalogue — admits via source PD affirmation only
אן_מימון_גליפפה		Q95984148	qid_only_no_date	2026-08-09	Ben-Yehuda author=אן מימון גליפפה; QID present but NO date in the catalogue — admits via source PD affirmation only
אפרים_לוצטו		Q7058244	qid_only_no_date	2026-08-09	Ben-Yehuda author=אפרים לוצטו; QID present but NO date in the catalogue — admits via source PD affirmation only
אפרים_מרגנסבורג		Q1296489	qid_only_no_date	2026-08-09	Ben-Yehuda author=אפרים מרגנסבורג; QID present but NO date in the catalogue — admits via source PD affirmation only
אשר_ברש		Q2866491	qid_only_no_date	2026-08-09	Ben-Yehuda author=אשר ברש; QID present but NO date in the catalogue — admits via source PD affirmation only
בנימין_הכהן_ויטאלי		Q18220757	qid_only_no_date	2026-08-09	Ben-Yehuda author=בנימין הכהן ויטאלי; QID present but NO date in the catalogue — admits via source PD affirmation only
דוד_בן_חסין		Q3018048	qid_only_no_date	2026-08-09	Ben-Yehuda author=דוד בן חסין; QID present but NO date in the catalogue — admits via source PD affirmation only
דוד_הופשטיין		Q1174743	qid_only_no_date	2026-08-09	Ben-Yehuda author=דוד הופשטיין; QID present but NO date in the catalogue — admits via source PD affirmation only
דוד_לוונטל		Q110817929	qid_only_no_date	2026-08-09	Ben-Yehuda author=דוד לוונטל; QID present but NO date in the catalogue — admits via source PD affirmation only
דוד_פוגל		Q79071	qid_only_no_date	2026-08-09	Ben-Yehuda author=דוד פוגל; QID present but NO date in the catalogue — admits via source PD affirmation only
דוד_פרישמן		Q705482	qid_only_no_date	2026-08-09	Ben-Yehuda author=דוד פרישמן; QID present but NO date in the catalogue — admits via source PD affirmation only
דונש_בן_לברט		Q720129	qid_only_no_date	2026-08-09	Ben-Yehuda author=דונש בן לברט; QID present but NO date in the catalogue — admits via source PD affirmation only
הלל_דה_לה_טורה		Q1816689	qid_only_no_date	2026-08-09	Ben-Yehuda author=הלל דה לה טורה; QID present but NO date in the catalogue — admits via source PD affirmation only
וידל_בנבנשתי		Q7927660	qid_only_no_date	2026-08-09	Ben-Yehuda author=וידל בנבנשתי; QID present but NO date in the catalogue — admits via source PD affirmation only
זאב_ז_בוטינסקי		Q319896	qid_only_no_date	2026-08-09	Ben-Yehuda author=זאב ז'בוטינסקי; QID present but NO date in the catalogue — admits via source PD affirmation only
זכריה_אלצ_אהרי		Q2407102	qid_only_no_date	2026-08-09	Ben-Yehuda author=זכריה אלצ'אהרי; QID present but NO date in the catalogue — admits via source PD affirmation only
זלמן_שניאור		Q2357623	qid_only_no_date	2026-08-09	Ben-Yehuda author=זלמן שניאור; QID present but NO date in the catalogue — admits via source PD affirmation only
זרחיה_הלוי		Q2906881	qid_only_no_date	2026-08-09	Ben-Yehuda author=זרחיה הלוי; QID present but NO date in the catalogue — admits via source PD affirmation only
זרק_ברפת		Q105320267	qid_only_no_date	2026-08-09	Ben-Yehuda author=זרק ברפת; QID present but NO date in the catalogue — admits via source PD affirmation only
חיים_ארלוזורוב		Q726510	qid_only_no_date	2026-08-09	Ben-Yehuda author=חיים ארלוזורוב; QID present but NO date in the catalogue — admits via source PD affirmation only
חיים_יעקב_אונגר		Q6204571	qid_only_no_date	2026-08-09	Ben-Yehuda author=חיים יעקב אונגר; QID present but NO date in the catalogue — admits via source PD affirmation only
חיים_ל_נסקי		Q5639304	qid_only_no_date	2026-08-09	Ben-Yehuda author=חיים לֶנסקי; QID present but NO date in the catalogue — admits via source PD affirmation only
חיים_נחמן_ביאליק		Q359705	qid_only_no_date	2026-08-09	Ben-Yehuda author=חיים נחמן ביאליק; QID present but NO date in the catalogue — admits via source PD affirmation only
